title,description,link,published
"Desde ""ignorante"" hasta ""líder del narcotráfico"": el fuerte cruce de insultos entre Trump y Petro desata crisis diplomática","Donald Trump ha empleado severos calificativos contra su homólogo colombiano, Gustavo Petro, a quien tilda como un ""matón"" y un ""hombre malo"" que ha perjudicado a Colombia.",https://rpp.pe/mundo/estados-unidos/crisis-diplomatica-estados-unidos-colombia-fuertes-intercambios-de-palabras-entre-donald-trump-y-gustavo-petro-noticia-1660864,"Fri, 24 Oct 2025 16:06:50 -0500"
Premier League: Leeds United obtiene una victoria 2-1 contra West Ham United con un gol agónico,Leeds United vs West Ham United se enfrentaron por la Inglaterra - Premier League. Aquí todos los detalles y resumen del encuentro.,https://rpp.pe/futbol/ligas-internacionales/premier-league-leeds-united-y-west-ham-united-se-miden-por-la-fecha-9-noticia-1660610,"Fri, 24 Oct 2025 16:15:08 -0500"
Junín: la Policía investiga a hombre por intentar agredir y retener a obstetra dentro de un centro de salud,"El hombre irrumpió en el local, tomó por el cuello a la obstetra y la amenazó con un pedazo de vidrio. Luego de unos minutos pudo ser detenido.",https://rpp.pe/peru/junin/junin-la-policia-investiga-a-hombre-por-intentar-agredir-y-retener-a-obstetra-dentro-de-un-centro-de-salud-noticia-1660857,"Fri, 24 Oct 2025 16:02:34 -0500"
"Hallan sin vida en su casa a la joven influencer Emman Atienza, quien solía mostrar su estilo de vida acomodado","Emman, originaria de Filipinas, también hablaba abiertamente en sus redes sociales sobre temas relacionados con la salud mental.",https://rpp.pe/famosos/celebridades/murio-la-influencer-filipina-emman-atienza-fue-hallada-sin-vida-en-su-casa-de-los-angeles-noticia-1660845,"Fri, 24 Oct 2025 14:41:55 -0500"
LaLiga EA Sports: Doblete de Mikel Oyarzábal en el triunfo 2-1 de Real Sociedad frente a Sevilla,Real Sociedad vs Sevilla se enfrentaron por la España - Primera División. Aquí todos los detalles y resumen del encuentro.,https://rpp.pe/futbol/ligas-internacionales/laliga-ea-sports-sevilla-visita-a-real-sociedad-por-la-fecha-10-noticia-1660611,"Fri, 24 Oct 2025 16:05:11 -0500"
Roberto Burneo: JNE definirá si se utilizará o no el voto digital en las Elecciones 2026 tras proceso de auditoría,"En entrevista con El Poder en tus Manos de RPP, el presidente del Jurado Nacional de Elecciones (JNE), Roberto Burneo, explicó el trabajo que viene realizando su institución para revisar el sistema de voto digital desarrollado por la Oficina Nacional de Procesos Electorales (ONPE).",https://rpp.pe/politica/elecciones/roberto-burneo-jne-definira-si-se-utilizara-o-no-el-voto-digital-en-las-elecciones-2026-tras-proceso-de-auditoria-noticia-1660669,"Thu, 23 Oct 2025 21:03:17 -0500"
Estrenos de Películas hoy 24 de octubre del 2025,"Estas son las películas que se estrenan hoy en Perú en las plataformas online de streaming. Revisa aquí la sinopsis, puntaje y trailer de los títulos de Netflix, Amazon Prime, Disney y Max.",https://rpp.pe/cine/cartelera/estrenos-de-peliculas-hoy-24-de-octubre-del-2025-noticia-1660768,"Fri, 24 Oct 2025 07:02:04 -0500"
"EE.UU. impone sanciones financieras a Gustavo Petro tras acusarlo de ser ""líder del narcotráfico""","Estados Unidos también sancionó a la esposa del mandatario colombiano y a altos funcionarios de su Gobierno, acusándolos de vínculos con el narcotráfico. El Departamento del Tesoro bloqueó sus bienes y prohibió cualquier transacción con ellos.",https://rpp.pe/mundo/estados-unidos/eeuu-impone-sanciones-financieras-a-gustavo-petro-tras-acusarlo-de-ser-lider-del-narcotrafico-noticia-1660863,"Fri, 24 Oct 2025 16:01:00 -0500"
Corte de agua en Lima hoy 24 de octubre: Distritos y horarios afectados,EN VIVO Consulta aquí los distritos de Lima y horarios afectados por el corte de agua programado por el Servicio de Agua Potable y Alcantarillado de Lima (Sedapal) para hoy.,https://rpp.pe/lima/obras/corte-de-agua-en-lima-hoy-24-de-octubre-distritos-y-horarios-afectados-noticia-1660754,"Fri, 24 Oct 2025 05:00:38 -0500"
"Liga de Francia: Paris FC sufrió una amarga derrota ante Nantes, cayendo por 2 a 1",Paris FC vs Nantes se enfrentaron por la Francia - Primera División. Aquí todos los detalles y resumen del encuentro.,https://rpp.pe/futbol/ligas-internacionales/liga-de-francia-paris-fc-se-enfrenta-ante-la-visita-nantes-por-la-fecha-9-noticia-1660606,"Fri, 24 Oct 2025 15:55:08 -0500"
Serie A: Zachary Athekame rescata a Milan con un gol agónico ante Pisa,Milan vs Pisa se enfrentaron por la Italia - Serie A. Aquí todos los detalles y resumen del encuentro.,https://rpp.pe/futbol/ligas-internacionales/serie-a-pisa-saldra-a-buscar-los-puntos-ante-milan-para-salir-del-fondo-de-la-tabla-noticia-1660605,"Fri, 24 Oct 2025 15:55:09 -0500"
Hijo de Anthony Perkins critica 'Monstruo: La historia de Ed Gein' por cómo representaron a su padre,"Osgood Perkins, director e hijo del protagonista de Psicosis, no está de acuerdo en la manera de cómo abordaron la historia de su padre en la nueva temporada de la serie de Ryan Murphy.",https://rpp.pe/famosos/celebridades/monster-the-ed-gein-story-hijo-de-anthony-perkins-critica-la-serie-por-como-representaron-a-su-padre-actor-de-psycho-noticia-1660858,"Fri, 24 Oct 2025 15:56:25 -0500"
"Se viene el Clásico: Real Madrid y su posible alineación, con Mbappé, para recibir al Barcelona en el Bernabéu",La prensa española da cuenta de la oncena que prepara Real Madrid para el partido de este domingo contra Barcelona por LaLiga.,https://rpp.pe/futbol/futbol-mundial/real-madrid-vs-barcelona-el-clasico-alineacion-merengue-con-mbappe-y-vinicius-en-bernabeu-por-fecha-10-de-laliga-fotos-noticia-1660862,"Fri, 24 Oct 2025 15:35:55 -0500"
"Hoy, Juan Pablo II vs. Comerciantes Unidos EN VIVO: ¿a qué hora juegan y dónde ver por el Torneo Clausura?",Juan Pablo II recibe a su par de Comerciantes Unidos en un duelo por la permanencia en la Liga1 Te Apuesto.,https://rpp.pe/futbol/descentralizado/juan-pablo-ii-vs-comerciantes-unidos-en-vivo-a-que-hora-juegan-y-donde-ver-fecha-16-torneo-clausura-2025-via-l1max-partidos-de-hoy-noticia-1660682,"Fri, 24 Oct 2025 15:39:06 -0500"
"Caja Arequipa comparte en la Cumbre Perú Sostenible 2025 su modelo de sostenibilidad económica, social y ambiental","Durante la Cumbre Perú Sostenible 2025, Caja Arequipa presenta su modelo de gestión sostenible, que integra enfoques ambientales, sociales y de gobernanza, reafirmando su compromiso con el desarrollo sostenible del país. Todos los detalles en la siguiente nota.",https://rpp.pe/campanas/publirreportaje/caja-arequipa-comparte-en-la-cumbre-peru-sostenible-2025-su-modelo-de-sostenibilidad-economica-social-y-ambiental-noticia-1660867,"Fri, 24 Oct 2025 15:30:43 -0500"
"Agua Marina anuncia ""una pausa"" de los escenarios tras ataque en Chorrillos: ""Volveremos cuando sea el momento""","""Esta no es una despedida"", expresó Agua Marina al confirmar su retiro temporal de los escenarios tras ataque a cuatro de sus integrantes en un concierto en Chorrillos.",https://rpp.pe/musica/nacional/agua-marina-anuncia-una-pausa-de-los-escenarios-tras-ataque-a-cuatro-integrantes-de-la-orquesta-en-chorrillos-noticia-1660855,"Fri, 24 Oct 2025 14:45:28 -0500"
